City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,sisimiut,66.9395,-53.6735,-0.56,87,100,2.32,GL,1713774555
294,giddings,30.1827,-96.9364,11.34,74,54,2.94,US,1713774565
295,dunedin,-45.8742,170.5036,9.33,73,11,4.02,NZ,1713774541
296,freetown,8.484,-13.2299,25.84,73,75,2.57,SL,1713774586
297,vorkuta,67.5,64.0,-11.08,85,100,4.85,RU,1713774596
298,inirida,3.8653,-67.9239,23.76,98,100,0.68,CO,1713774607
299,pont rouge,48.8833,-72.0825,-10.84,45,59,6.3,CA,1713774617
300,faya-largeau,17.9257,19.1043,36.94,6,1,6.17,TD,1713774628
301,chui,-33.6971,-53.4616,18.37,94,100,5.01,UY,1713774600
302,vadso,70.0744,29.7487,-4.91,68,40,7.2,NO,1713774648
303,sidi okba,34.7451,5.8983,19.16,45,27,2.06,DZ,1713774658
304,fort bragg,35.139,-79.006,9.08,91,100,2.57,US,1713774674
305,callao,-12.0667,-77.15,23.73,78,75,2.57,PE,1713774685
306,saldanha,-33.0117,17.9442,17.03,84,100,4.89,ZA,1713774695
307,yerofey pavlovich,53.9667,121.9667,2.36,97,100,3.19,RU,1713774705
308,berehomet,48.1788,25.3486,6.62,80,100,1.73,UA,1713774716
309,mogocha,53.7333,119.7667,1.83,98,100,2.31,RU,1713774726
310,edea,3.8,10.1333,32.55,62,82,1.34,CM,1713774736
311,selsey,50.735,-0.7898,9.63,74,99,4.37,GB,1713774746
312,pariaman,-0.619,100.12,32.03,80,82,2.63,ID,1713774757
313,lospalos,-8.5186,127.0025,24.09,81,100,3.16,TL,1713774767
314,tamanrasset,22.785,5.5228,25.95,11,0,6.17,DZ,1713774777
315,kailua-kona,19.6406,-155.9956,24.98,82,40,0.45,US,1713774789
316,trincomalee,8.5711,81.2335,29.97,75,8,7.12,LK,1713774800
317,rouissat,31.9243,5.3502,17.04,63,0,8.23,DZ,1713774810
318,rio verde de mato grosso,-18.9181,-54.8442,22.31,74,4,2.82,BR,1713774820
319,lerwick,60.1545,-1.1494,9.0,75,100,6.27,GB,1713774830
320,new norfolk,-42.7826,147.0587,15.4,84,100,1.25,AU,1713774841
321,isafjordur,66.0755,-23.124,5.02,75,0,3.09,IS,1713774851
322,uglegorsk,49.0833,142.0333,3.66,92,94,2.4,RU,1713774861
323,moshkovo,55.3053,83.6104,9.28,53,99,6.92,RU,1713774871
324,chenab nagar,31.7541,72.92,33.36,20,82,5.07,PK,1713774893
325,port saint john's,-31.6229,29.5448,25.61,77,100,2.65,ZA,1713774903
326,shache,38.4167,77.2406,27.53,9,78,4.42,CN,1713774915
327,impfondo,1.6381,18.0667,33.64,43,93,1.54,CG,1713774926
328,charlottetown,46.2352,-63.1267,3.76,89,40,5.66,CA,1713774934
329,la'ie,21.6477,-157.9253,23.66,75,30,5.81,US,1713774948
330,niafunke,15.9322,-3.9906,36.22,23,15,7.45,ML,1713774958
331,christchurch,-43.5333,172.6333,10.3,75,100,2.06,NZ,1713774932
332,pong nam ron,12.9058,102.2623,35.12,45,27,4.31,TH,1713774811
333,hasaki,35.7333,140.8333,18.22,70,94,5.53,JP,1713774989
334,karakoyunlu,39.8704,43.6301,16.89,32,6,0.35,TR,1713774999
335,tralee,52.2704,-9.7026,8.14,100,100,0.51,IE,1713775010
336,fremont,37.5483,-121.9886,17.18,78,0,0.0,US,1713775031
337,bukama,-9.2,25.85,29.88,58,6,1.42,CD,1713775041
338,bel ombre,-4.6167,55.4167,27.91,83,40,2.06,SC,1713775052
339,campo ramon,-27.4611,-55.019,17.13,80,97,1.13,AR,1713775062
340,toliara,-23.35,43.6667,30.29,43,0,4.07,MG,1713775073
341,tual,-5.6667,132.75,29.1,75,100,3.96,ID,1713775094
342,beli,7.8587,10.9719,31.93,57,65,1.06,NG,1713775104
343,college,64.8569,-147.8028,7.97,49,20,2.57,US,1713775114
344,siwa oasis,29.2041,25.5195,31.02,12,100,8.21,EG,1713775125
345,wawarsing,41.759,-74.3574,2.91,78,3,2.3,US,1713775135
346,pauri,30.15,78.7833,29.46,15,50,6.65,IN,1713775146
347,nar'yan-mar,67.6713,53.087,-9.38,90,93,1.79,RU,1713775156
348,conde,-7.2597,-34.9075,24.7,100,40,0.0,BR,1713775167
349,vila franca do campo,37.7167,-25.4333,18.27,99,100,1.81,PT,1713775177
350,punta arenas,-53.15,-70.9167,6.06,75,75,9.26,CL,1713774792
351,holdrege,40.4403,-99.3698,8.04,69,0,6.69,US,1713775198
352,gornopravdinsk,60.05,69.9,-0.69,75,100,5.86,RU,1713775208
353,sengkang,-4.1279,120.0297,29.09,80,100,0.54,ID,1713775218
354,chahal guatemala,15.75,-89.5667,22.46,99,42,0.4,GT,1713775228
355,santiago de cao,-7.9589,-79.2392,19.07,88,75,3.09,PE,1713775239
356,severo-yeniseyskiy,60.3725,93.0408,-2.46,91,100,3.58,RU,1713775249
357,acajutla,13.5928,-89.8275,27.23,80,43,1.19,SV,1713775152
358,taro,-8.3862,115.28,25.0,97,100,0.91,ID,1713775270
359,totoras,-32.5844,-61.1685,19.13,99,100,3.36,AR,1713775281
360,phongsali,21.6833,102.1058,31.51,22,97,2.24,LA,1713775291
361,keflavik,64.0049,-22.5624,7.24,76,75,0.0,IS,1713775254
362,coahuayana de hidalgo,18.7,-103.6583,21.15,82,1,1.19,MX,1713775312
363,argo,37.6333,22.7333,19.44,58,98,2.74,GR,1713775322
364,greymouth,-42.4667,171.2,10.07,88,0,1.82,NZ,1713775205
365,saint-pierre,-21.3393,55.4781,28.99,74,0,2.57,RE,1713775231
366,isiro,2.7739,27.616,32.85,34,15,2.19,CD,1713775353
367,buala,-8.145,159.5921,27.86,80,100,0.46,SB,1713775363
368,quellon,-43.1167,-73.6167,7.72,87,100,1.51,CL,1713775313
369,pisco,-13.7,-76.2167,22.03,83,100,0.51,PE,1713775384
370,al khums,32.6486,14.2619,18.4,79,100,4.23,LY,1713775394
371,teruel,40.6667,-0.6667,4.47,34,2,10.18,ES,1713775278
372,zalari,53.5584,102.5065,7.54,51,100,3.32,RU,1713775414
373,tangier,35.7806,-5.8137,18.58,88,0,2.57,MA,1713775230
374,kone,-21.0595,164.8658,24.54,91,100,2.27,NC,1713775435
375,ceeldheer,3.8488,47.1806,32.97,51,97,0.99,SO,1713775445
376,al bayda',32.7627,21.7551,26.6,22,99,17.35,LY,1713775454
377,mchinji,-13.7984,32.8802,24.96,50,0,1.93,MW,1713775466
378,magadan,59.5667,150.8,-2.12,94,53,1.33,RU,1713775323
379,egilsstadir,65.2653,-14.3948,4.95,52,0,1.54,IS,1713775486
380,cuatro cienegas de carranza,26.9833,-102.0833,13.87,88,100,1.97,MX,1713775496
381,happy valley-goose bay,53.3168,-60.3315,1.17,100,75,1.03,CA,1713775507
382,chibougamau,49.9168,-74.3659,-17.21,71,0,2.06,CA,1713775517
383,hami,42.8,93.45,24.37,10,3,2.25,CN,1713775497
384,majie,25.0333,102.6361,23.99,31,75,8.0,CN,1713775548
385,labrador city,52.9463,-66.9114,-10.05,79,100,6.69,CA,1713775558
386,chinde,26.8418,88.0763,29.73,21,73,2.56,NP,1713775568
387,al muwayh,22.4333,41.7583,31.23,11,0,6.05,SA,1713775578
388,monte patria,-30.6919,-70.9467,14.43,85,100,0.13,CL,1713775589
389,aykhal,66.0,111.5,-0.24,97,100,3.58,RU,1713775599
390,tanout,14.9709,8.8879,35.85,17,92,6.59,NE,1713775609
391,itoman,26.1247,127.6694,28.21,91,75,6.69,JP,1713775465
392,kili,5.6439,169.1211,28.41,85,100,6.06,MH,1713775631
393,pita,10.8333,-12.5833,30.05,39,96,1.19,GN,1713775642
394,prieska,-29.6641,22.7474,26.76,26,100,6.35,ZA,1713775652
395,afif,23.9065,42.9172,29.31,16,0,7.05,SA,1713775662
396,barcelos,41.5388,-8.6151,18.08,39,0,3.56,PT,1713775673
397,waddan,29.1614,16.139,33.26,9,100,3.62,LY,1713775682
398,mili,6.0815,171.735,28.36,85,100,7.83,MH,1713775693
399,bargaal,11.2864,51.0773,32.45,51,94,4.24,SO,1713775704
400,tucumcari,35.1717,-103.725,8.3,87,0,2.57,US,1713775714
401,princeville,45.7668,-61.2985,4.19,95,100,3.09,CA,1713775724
402,mbamba bay,-11.2833,34.7667,26.45,74,28,3.38,TZ,1713775734
403,gebeit,21.0667,36.3167,33.16,8,0,5.42,SD,1713775745
404,mbanza-ngungu,-5.25,14.8667,28.16,68,87,1.35,CD,1713775709
405,kosh-agach,50.0,88.6667,12.39,25,64,2.24,RU,1713775765
406,edmundston,47.3737,-68.3251,-2.87,74,100,8.75,CA,1713775556
407,gaiman,-43.2897,-65.4929,7.59,68,60,4.43,AR,1713775785
408,scottburgh,-30.2867,30.7532,24.96,72,59,2.22,ZA,1713775548
409,chimoio,-19.1164,33.4833,22.92,68,40,1.4,MZ,1713775806
410,opopeo,19.4,-101.6,13.3,43,1,0.73,MX,1713775816
411,mandali,33.7499,45.5541,30.62,23,100,4.5,IQ,1713775837
412,chonglong,29.7806,104.8522,23.67,60,64,2.4,CN,1713775847
413,salalah,17.0151,54.0924,31.05,66,20,6.17,OM,1713775709
414,nuuk,64.1835,-51.7216,2.34,75,75,11.83,GL,1713775787
415,st. john's,47.5649,-52.7093,2.76,95,75,3.13,CA,1713775878
416,hacienda huancane,-15.8222,-70.8856,4.05,84,79,1.89,PE,1713775889
417,bonthe,7.5264,-12.505,26.69,88,97,3.03,SL,1713775899
418,bom jesus,-9.0744,-44.3586,23.69,84,96,0.25,BR,1713775909
419,bushehr,28.9684,50.8385,36.05,12,0,5.14,IR,1713775920
420,susuman,62.7833,148.1667,-5.95,93,42,0.68,RU,1713775930
421,lent'ekhi,42.7856,42.7261,20.94,34,8,2.39,GE,1713775940
422,alice springs,-23.7,133.8833,21.75,37,99,5.14,AU,1713775950
423,saint-philippe,-21.3585,55.7679,28.77,79,10,0.7,RE,1713775961
424,narasingapuram,13.6167,79.3333,41.38,17,61,4.65,IN,1713775971
425,goz beida,13.95,20.55,38.46,15,15,4.16,TD,1713775981
426,ola,59.5833,151.2833,-2.8,91,36,0.68,RU,1713775992
427,namsos,64.4662,11.4957,4.95,30,0,4.63,NO,1713776002
428,fortaleza,-3.7227,-38.5247,25.68,94,75,2.57,BR,1713776012
429,kismayo,-0.3582,42.5454,29.61,70,100,3.63,SO,1713775808
430,yendi,9.4427,-0.0099,30.49,56,100,3.81,GH,1713776043
431,carupano,10.6678,-63.2585,25.04,86,94,3.46,VE,1713776053
432,belle fourche,44.6714,-103.8522,12.73,82,97,9.51,US,1713776063
433,praia da vitoria,38.7333,-27.0667,16.14,94,75,3.3,PT,1713776074
434,mek'ele,13.4967,39.4753,24.29,40,31,5.3,ET,1713776084
435,cabo san lucas,22.8909,-109.9124,24.73,49,0,0.89,MX,1713776094
436,charters towers,-20.1,146.2667,23.43,48,9,2.59,AU,1713775934
437,assai,-23.3733,-50.8414,18.92,93,0,1.17,BR,1713776115
438,shalqar,47.8333,59.6,27.1,21,0,9.22,KZ,1713776125
439,gornozavodsk,58.3758,58.3211,15.56,36,91,2.32,RU,1713776135
440,tulun,54.5611,100.5792,3.58,90,100,2.77,RU,1713776146
441,antalaha,-14.9003,50.2788,28.83,77,18,4.46,MG,1713776156
442,miles city,46.4083,-105.8406,8.5,39,98,8.76,US,1713776166
443,nemuro,43.3236,145.575,2.41,95,93,5.72,JP,1713776176
444,tanguieta,10.6212,1.2665,29.01,58,100,2.16,BJ,1713776187
445,peace river,56.2501,-117.286,10.36,50,20,7.2,CA,1713776197
446,alta,69.9689,23.2717,-2.12,60,0,7.72,NO,1713776207
447,yaren,-0.5472,166.916,28.94,72,100,3.2,NR,1713776217
448,lesnoy,57.6198,63.0784,15.8,36,99,2.47,RU,1713776228
449,meadow lakes,61.6247,-149.6011,5.14,71,93,0.89,US,1713776238
450,northam,51.0333,-4.2167,10.14,73,97,1.33,GB,1713776248
451,chhuikhadan,21.5333,80.9833,38.56,20,83,1.61,IN,1713776258
452,polyarnyy,69.1989,33.4478,-7.3,65,4,9.65,RU,1713776269
453,cole harbour,44.6724,-63.4751,3.85,91,100,2.24,CA,1713776279
454,mushie,-3.0167,16.9,32.89,53,19,2.19,CD,1713776289
455,boende,-0.2167,20.8667,34.88,42,9,1.44,CD,1713776299
456,pointe aux piments,-20.0628,57.5131,31.39,79,11,4.0,MU,1713776310
457,punta del este,-34.9667,-54.95,16.6,92,100,6.71,UY,1713776320
458,usinsk,65.9939,57.5281,-5.56,71,100,5.22,RU,1713776330
459,rosarito,32.3333,-117.0333,16.38,87,17,1.47,MX,1713776341
460,santa ana,33.7456,-117.8678,16.36,88,100,1.54,US,1713776353
461,nadi,-17.8,177.4167,28.0,78,75,2.06,FJ,1713776374
462,natal,-5.795,-35.2094,25.36,94,20,2.06,BR,1713776312
463,sungailiat,-1.85,106.1333,29.65,78,21,2.88,ID,1713776292
464,beledweyne,4.7358,45.2036,32.43,47,100,1.58,SO,1713776416
465,san andres,12.5847,-81.7006,27.53,76,78,4.07,CO,1713776426
466,lai chau,22.3997,103.4517,31.48,29,97,1.07,VN,1713776437
467,altai,46.3722,96.2583,6.64,25,63,4.35,MN,1713776414
468,jeju city,33.5097,126.5219,17.96,77,75,8.23,KR,1713776235
469,santana,-0.0583,-51.1817,23.59,98,100,0.24,BR,1713776468
470,shengli,37.4564,118.4856,25.97,29,100,4.65,CN,1713776478
471,vilyuysk,63.7553,121.6247,0.56,100,100,3.58,RU,1713776488
472,cockburn town,21.4612,-71.1419,25.17,78,25,7.61,TC,1713776499
473,karakecili,39.5942,33.3778,20.11,26,51,5.22,TR,1713776509
474,les anglais,18.3054,-74.2197,24.39,83,0,1.92,HT,1713776519
475,thunder bay,48.4001,-89.3168,0.8,89,47,0.63,CA,1713776530
476,manokwari,-0.8667,134.0833,28.12,76,31,2.37,ID,1713776540
477,six-fours-les-plages,43.0938,5.84,12.88,50,75,4.02,FR,1713776550
478,superior,46.7208,-92.1041,6.38,49,0,2.06,US,1713776561
479,trinidad,-14.8333,-64.9,23.54,92,98,1.62,BO,1713776571
480,harstad,68.799,16.5293,0.66,54,0,4.6,NO,1713776581
481,fonte boa,-2.4959,-66.2662,22.96,99,100,0.89,BR,1713776592
482,balykchy,42.4557,76.1861,17.03,46,28,1.41,KG,1713776602
483,campo gallo,-26.5833,-62.85,23.72,88,74,2.1,AR,1713776612
484,alamosa,37.4695,-105.87,-1.01,80,0,0.0,US,1713776623
485,la passe,45.5549,-0.8967,10.79,63,0,4.95,FR,1713776633
486,ocean shores,46.9737,-124.1563,7.23,82,0,1.54,US,1713776643
487,kayenta,36.7278,-110.2546,15.62,21,1,3.61,US,1713776653
488,pacocha,-17.5833,-71.3333,20.4,86,99,1.5,PE,1713776664
489,fengxiang,47.5833,130.8333,17.45,36,99,5.93,CN,1713776674
490,sosnovka,56.255,51.2842,21.39,54,92,5.18,RU,1713776684
491,ulsteinvik,62.3432,5.8487,8.84,60,99,1.34,NO,1713776695
492,berdigestyakh,62.0989,126.6992,1.47,100,100,3.32,RU,1713776705
493,portalegre,39.2938,-7.4312,16.04,39,83,2.74,PT,1713776715
494,port blair,11.6667,92.75,33.02,62,20,2.06,IN,1713776663
495,bikenibeu village,1.3673,173.1241,28.98,84,40,3.09,KI,1713776736
496,baoro,5.6667,15.9667,24.51,76,100,2.72,CF,1713776746
497,neftcala,39.3742,49.2472,19.84,64,80,7.21,AZ,1713776756
498,al hazm,16.1641,44.7769,32.57,26,45,2.38,YE,1713776777
499,badr hunayn,23.7829,38.7905,37.84,9,0,5.18,SA,1713776787
500,agat village,13.3886,144.6585,28.53,79,0,4.63,GU,1713776797
501,san antonio de pale,-1.4014,5.6325,29.35,76,100,2.32,GQ,1713776808
502,rodolfo sanchez taboada,31.7167,-116.5667,15.06,80,15,0.79,MX,1713776818
503,soavinandriana,-19.1667,46.7333,25.57,43,0,1.93,MG,1713776829
504,cuito,-12.3833,16.9333,22.58,52,22,3.79,AO,1713776839
505,yamada,39.4667,141.95,8.77,87,65,3.12,JP,1713776849
506,maralal,1.0968,36.698,20.49,68,88,0.82,KE,1713776860
507,sogndal,61.2283,7.1003,6.21,41,0,2.06,NO,1713776870
508,pacific grove,36.6177,-121.9166,12.59,91,0,2.06,US,1713776891
509,adolfo lopez mateos,28.4667,-107.3,8.85,91,19,3.05,MX,1713776902
510,ciudad lazaro cardenas,17.9583,-102.2,22.65,87,25,1.57,MX,1713776912
511,copala,16.65,-98.9833,25.12,60,31,1.37,MX,1713776922
512,ilhabela,-23.7781,-45.3581,20.36,81,0,1.2,BR,1713776945
513,ballina,-28.8667,153.5667,18.77,77,81,6.06,AU,1713776956
514,opuwo,-18.0607,13.84,29.34,25,20,5.52,NA,1713776967
515,tabas,33.5959,56.9244,31.52,15,50,2.27,IR,1713776977
516,mogadishu,2.0371,45.3438,30.08,64,83,3.97,SO,1713776694
517,lorengau,-2.0226,147.2712,28.39,73,100,2.74,PG,1713776997
518,kathu,7.9178,98.3332,32.9,72,39,5.21,TH,1713777008
519,prince albert,53.2001,-105.7677,3.56,91,21,2.35,CA,1713777018
520,oranjemund,-28.55,16.4333,20.0,63,82,2.44,NA,1713777009
521,sernur,56.9333,49.1536,18.48,60,100,6.72,RU,1713777049
522,usogorsk,63.4106,48.6872,-3.52,96,100,4.73,RU,1713777060
523,bodden town,19.2833,-81.25,24.44,86,0,4.64,KY,1713777070
524,nogliki,51.8333,143.1667,0.19,97,59,4.47,RU,1713777080
525,puerto san jose,13.9256,-90.8244,27.57,78,7,1.3,GT,1713777091
526,dammam,26.4344,50.1033,37.08,24,0,7.2,SA,1713777029
527,walvis bay,-22.9575,14.5053,27.7,37,0,4.51,NA,1713777111
528,mazagao,-0.115,-51.2894,25.03,99,100,0.3,BR,1713777121
529,lata,40.1629,-8.3327,18.93,37,40,3.66,PT,1713777132
530,al jawf,29.5,38.75,26.03,15,0,2.85,SA,1713777142
531,myanaung,18.2833,95.3167,43.35,17,3,0.81,MM,1713777162
532,fukuecho,32.6881,128.8419,17.2,94,75,4.12,JP,1713777173
533,al kut,32.5147,45.819,30.36,23,100,2.76,IQ,1713776917
534,kisangani,0.5167,25.2,34.36,43,35,1.08,CD,1713777193
535,lewistown,40.5992,-77.5714,2.01,84,0,0.0,US,1713777204
536,san luis de la loma,17.2706,-100.8939,23.93,61,0,0.57,MX,1713777214
537,kavaratti,10.5669,72.642,30.28,70,20,2.2,IN,1713777224
538,gamboma,-1.8764,15.8644,32.7,52,66,2.35,CG,1713777234
539,contamana,-7.3333,-75.0167,22.75,95,81,0.1,PE,1713777245
540,tirano,46.2154,10.1679,11.14,54,100,1.44,IT,1713777214
541,kamloops,50.6665,-120.3192,6.55,61,75,0.0,CA,1713777265
542,maceio,-9.6658,-35.7353,25.69,94,0,1.54,BR,1713777032
543,ginir,7.1333,40.7,22.43,59,95,3.3,ET,1713777285
544,tynda,55.1667,124.7167,-2.88,99,100,3.54,RU,1713777113
545,ngaoundere,7.3167,13.5833,29.23,42,91,1.93,CM,1713777306
546,huilong,31.8111,121.655,15.48,82,100,3.28,CN,1713777316
547,wabag,-5.4781,143.7021,14.58,99,95,0.52,PG,1713777326
548,barra do bugres,-15.0725,-57.1811,22.36,97,88,1.81,BR,1713777337
549,ratnagiri,16.9833,73.3,31.68,58,4,7.37,IN,1713777347
550,luanda,-8.8368,13.2343,28.33,78,100,2.11,AO,1713777357
551,strezhevoy,60.7333,77.5889,-3.91,90,100,4.92,RU,1713777367
552,karratha,-20.7377,116.8463,28.21,39,0,5.58,AU,1713777378
553,minas de marcona,-15.2119,-75.1103,16.27,89,54,2.91,PE,1713777346
554,champerico,14.3,-91.9167,27.96,78,7,1.87,GT,1713777398
555,bayan,46.0833,127.4,20.77,40,79,5.34,CN,1713777408
556,mossel bay,-34.1831,22.146,21.96,71,0,3.97,ZA,1713777419
557,petrolina,-9.3986,-40.5008,25.03,88,75,1.54,BR,1713777429
558,nassau,40.7507,-73.5829,7.66,62,0,3.09,US,1713777439
559,kiffa,16.6166,-11.4045,32.17,16,67,3.95,MR,1713777449
560,tshikapa,-6.4167,20.8,30.02,61,26,2.03,CD,1713777460
561,boa vista,2.8197,-60.6733,24.99,88,75,1.54,BR,1713777292
562,vorgashor,67.5833,63.95,-10.51,86,100,5.45,RU,1713777275
563,bellefonte,40.9134,-77.7783,1.27,80,0,3.09,US,1713777491
564,longonjo,-12.9067,15.2533,25.71,43,9,2.81,AO,1713777501
565,nchelenge,-9.3451,28.734,26.73,60,35,1.35,ZM,1713777511
566,balnearia,-31.0088,-62.6673,19.47,97,100,2.4,AR,1713777521
567,murray bridge,-35.1167,139.2667,17.14,36,0,1.44,AU,1713777531
568,oriximina,-1.7656,-55.8661,22.98,97,100,0.59,BR,1713777542
569,kodinar,20.7903,70.7031,32.58,41,11,8.21,IN,1713777552
570,lamia,38.9,22.4333,18.5,63,100,2.24,GR,1713777562
571,najran,17.4924,44.1277,32.36,28,28,4.93,SA,1713777573
572,tuma,55.148,40.5537,17.36,63,100,5.49,RU,1713777584
573,bebedja,8.6761,16.566,35.54,33,82,4.21,TD,1713777594
574,zeya,53.75,127.2667,13.05,64,97,5.66,RU,1713777605
575,coari,-4.085,-63.1414,23.11,98,100,0.51,BR,1713777615
576,khombole,14.7667,-16.7,22.45,64,98,4.8,SN,1713777625
577,dakhla,23.6848,-15.958,19.01,72,17,9.26,EH,1713777636
578,hengchun,22.0042,120.7439,28.23,72,56,4.3,TW,1713777149
579,kolonia,50.9333,6.95,9.12,57,40,1.03,DE,1713777402
580,luorong,24.4058,109.6086,26.34,73,97,0.5,CN,1713777666
581,kurchum,48.5722,83.6542,20.66,31,0,5.6,KZ,1713777677
582,toulepleu guere,6.574,-8.4259,26.12,82,99,0.97,CI,1713777687
583,south hedland,-20.4089,118.5983,27.96,51,2,5.66,AU,1713777697
584,stornoway,58.2093,-6.3865,10.98,90,40,5.66,GB,1713777707
585,bac lieu,9.285,105.7244,31.64,55,100,4.51,VN,1713777630
